region,year,id,Z1,Z2,X1,X2,Y,S,W
1,1,1,8.45982195391127,4.84103776521744,6.9217487711969,8.55970640259239,3.34729041892241,1,2
1,1,3,8.45982195391127,4.84103776521744,5.66746828129325,8.43268134134934,3.39016609289417,1,2
1,1,5,8.45982195391127,4.84103776521744,6.43691812878791,7.71021529068026,3.04936008296814,1,2
1,1,10,8.45982195391127,4.84103776521744,8.30855305897409,9.14382662364842,3.61278595618815,1,2
1,1,11,8.45982195391127,4.84103776521744,7.98110573362056,8.12280423874475,3.23246522186582,1,2
1,1,12,8.45982195391127,4.84103776521744,6.31262301001692,7.86494918670573,3.25398789984979,1,2
1,1,13,8.45982195391127,4.84103776521744,5.48372194189139,7.64430969076043,2.93600752943775,1,2
1,1,15,8.45982195391127,4.84103776521744,6.43319639403311,8.60539723822575,3.49430640483442,1,2
1,1,17,8.45982195391127,4.84103776521744,6.74547854782685,7.16897008076535,2.76621124505384,1,2
1,1,22,8.45982195391127,4.84103776521744,7.85448242743603,8.16140873518443,3.00955016004117,1,2
1,1,23,8.45982195391127,4.84103776521744,6.06693494168823,7.72738134571802,3.07496398039485,1,2
1,1,24,8.45982195391127,4.84103776521744,7.63069252755196,7.53971339855846,2.95163016594222,1,2
1,1,25,8.45982195391127,4.84103776521744,7.03112681385006,7.32109952256185,2.78218672043451,1,2
1,1,27,8.45982195391127,4.84103776521744,5.32664303232813,7.76613964568462,2.92415854558771,1,2
1,1,28,8.45982195391127,4.84103776521744,6.87861909474405,8.42754253183685,3.31188269932781,1,2
1,1,29,8.45982195391127,4.84103776521744,7.77136911433715,7.69096093903933,2.96646748109916,1,2
1,1,30,8.45982195391127,4.84103776521744,6.16538298460791,8.3109498209102,3.27371672235568,1,2
1,1,34,8.45982195391127,4.84103776521744,7.27048926954436,7.35138297603109,2.85609015941707,1,2
1,1,35,8.45982195391127,4.84103776521744,5.90644377463057,8.46537743699645,3.12947606607727,1,2
1,1,37,8.45982195391127,4.84103776521744,7.04072829669915,8.01685953997914,3.14381429767193,1,2
1,1,39,8.45982195391127,4.84103776521744,7.13195758352829,7.20336737714164,2.7063766699725,1,2
1,1,40,8.45982195391127,4.84103776521744,7.0420701984254,8.47154150010783,3.14407268944399,1,2
1,1,41,8.45982195391127,4.84103776521744,7.41195281013951,7.86096535145266,3.14139037488081,1,2
1,1,42,8.45982195391127,4.84103776521744,6.47693285892113,9.08342779864411,3.61351958334304,1,2
1,1,43,8.45982195391127,4.84103776521744,8.63487384641345,7.54652055238686,2.95192740451137,1,2
1,1,44,8.45982195391127,4.84103776521744,5.89309636520022,8.42518351777902,3.42308710061806,1,2
1,1,46,8.45982195391127,4.84103776521744,7.270308164727,7.78942263661812,3.09080124350747,1,2
1,1,47,8.45982195391127,4.84103776521744,8.30581271734048,6.76871924162432,2.57035418144916,1,2
1,1,49,8.45982195391127,4.84103776521744,6.82624852257045,8.06504434580518,3.26692066347415,1,2
1,1,51,8.45982195391127,4.84103776521744,7.65991337690839,7.73684151919877,3.27612464882841,1,2
1,1,52,8.45982195391127,4.84103776521744,8.10423838709877,8.03803918540466,2.95288231927151,1,2
1,1,53,8.45982195391127,4.84103776521744,6.58810874179782,7.92784355181129,3.10090075123528,1,2
1,1,55,8.45982195391127,4.84103776521744,6.59887273221125,8.27844519500386,3.30397163731288,1,2
1,1,56,8.45982195391127,4.84103776521744,8.02644722317491,8.30791701441424,3.17378219663598,1,2
1,1,58,8.45982195391127,4.84103776521744,6.79290817666013,8.82436917004964,3.32718539634883,1,2
1,1,59,8.45982195391127,4.84103776521744,7.75571992472528,8.12209693378944,3.01385291174963,1,2
1,1,60,8.45982195391127,4.84103776521744,6.82605510695097,7.43008908411046,2.89697323185497,1,2
1,1,63,8.45982195391127,4.84103776521744,6.82454208004185,7.85987211210603,3.05984481902294,1,2
1,1,64,8.45982195391127,4.84103776521744,5.95376973071595,7.70787372734971,2.98912833760141,1,2
1,1,65,8.45982195391127,4.84103776521744,8.14030106408364,7.55066859282393,2.80853796184819,1,2
1,1,67,8.45982195391127,4.84103776521744,6.41039692118533,7.22757252951326,2.57764252325779,1,2
1,1,70,8.45982195391127,4.84103776521744,6.24132252424373,7.73139731300747,2.95695841369626,1,2
1,1,71,8.45982195391127,4.84103776521744,7.64813530341529,8.14690410419235,3.01121269715495,1,2
1,1,72,8.45982195391127,4.84103776521744,7.32950771822492,8.02113002103614,3.1268815735198,1,2
1,1,73,8.45982195391127,4.84103776521744,6.86857568556443,8.51664353968605,3.3644830387629,1,2
1,1,79,8.45982195391127,4.84103776521744,6.69688463820186,7.71284133318922,2.91045570834682,1,2
