region,year,id,Z1,Z2,X1,X2,Y,S,W
1,1,1,6.30200851151133,4.03843285935536,4.49324691412117,6.34801559108477,2.5536213762689,1,2
1,1,2,6.30200851151133,4.03843285935536,4.50082847797488,5.32660710253173,2.21523868576006,1,2
1,1,3,6.30200851151133,4.03843285935536,4.88087675037823,5.82027762225116,2.43367592174623,1,2
1,1,4,6.30200851151133,4.03843285935536,5.31542281292533,6.22848722875271,2.31778434655393,1,2
1,1,5,6.30200851151133,4.03843285935536,4.66340915612124,5.31252799646761,2.24779127302977,1,2
1,1,6,6.30200851151133,4.03843285935536,4.19654070638332,6.01007425835649,2.33794744896721,1,2
1,1,7,6.30200851151133,4.03843285935536,3.8103242169657,5.7836543154232,2.28841463410177,1,2
1,1,9,6.30200851151133,4.03843285935536,3.1507961245561,5.25389733233415,2.06940055096859,1,2
1,1,15,6.30200851151133,4.03843285935536,3.61721905594532,5.98080853176358,2.47242761719974,1,2
1,1,17,6.30200851151133,4.03843285935536,5.0635390404479,6.93996072081604,2.89120403309958,1,2
1,1,18,6.30200851151133,4.03843285935536,6.38574804376783,5.48742243515176,2.14443377643549,1,2
1,1,19,6.30200851151133,4.03843285935536,4.16330748664281,6.45518475286326,2.58835478528097,1,2
1,1,20,6.30200851151133,4.03843285935536,5.23284420050083,5.99452353329498,2.39293854858722,1,2
1,1,23,6.30200851151133,4.03843285935536,4.7903626810604,5.7663873066731,2.31481395792536,1,2
1,1,24,6.30200851151133,4.03843285935536,5.84492244490748,5.68077130680998,2.20897206987741,1,2
1,1,26,6.30200851151133,4.03843285935536,4.62541624009575,6.37055189392972,2.57529145256918,1,2
1,1,28,6.30200851151133,4.03843285935536,5.17622858989097,6.11568838892754,2.24454591003747,1,2
1,1,29,6.30200851151133,4.03843285935536,5.93233609203411,5.98891518638018,2.34523516106164,1,2
1,1,30,6.30200851151133,4.03843285935536,4.64119755303408,5.43395131147831,2.28573576482848,1,2
1,1,31,6.30200851151133,4.03843285935536,5.06986673616806,6.52030662666604,2.60508485753532,1,2
1,1,33,6.30200851151133,4.03843285935536,4.62657483462378,6.47190314883119,2.60727109188916,1,2
1,1,35,6.30200851151133,4.03843285935536,4.53898866244388,6.01004069136018,2.46481603602453,1,2
1,1,36,6.30200851151133,4.03843285935536,4.68067329284276,6.14128076966477,2.52296795698967,1,2
1,1,37,6.30200851151133,4.03843285935536,4.60549139371068,5.57283347351964,2.22210159716106,1,2
1,1,40,6.30200851151133,4.03843285935536,5.40117565958353,5.90653636890662,2.27022920992627,1,2
1,1,41,6.30200851151133,4.03843285935536,5.89952762002367,6.57600718176718,2.51727117689202,1,2
1,1,43,6.30200851151133,4.03843285935536,5.04166439461008,6.24228577085329,2.50802821222055,1,2
1,1,44,6.30200851151133,4.03843285935536,5.81714436363467,5.22217440656647,2.19405515345914,1,2
1,1,49,6.30200851151133,4.03843285935536,5.72222295560281,6.55565781954437,2.66502723974443,1,2
1,1,50,6.30200851151133,4.03843285935536,5.25637084234666,6.24344012137474,2.56086379278844,1,2
1,1,51,6.30200851151133,4.03843285935536,5.70847959205726,5.41823118696503,2.14181859296477,1,2
1,1,52,6.30200851151133,4.03843285935536,5.81125842751489,5.87398037681374,2.33899112012394,1,2
1,1,53,6.30200851151133,4.03843285935536,5.1755316023155,6.46832117958438,2.54206444223419,1,2
1,1,56,6.30200851151133,4.03843285935536,3.80455361314456,6.1415613623455,2.40946206216106,1,2
1,1,57,6.30200851151133,4.03843285935536,5.69501621492391,5.5184035125374,2.46036703822772,1,2
1,1,62,6.30200851151133,4.03843285935536,3.57420513355975,5.82030907636745,2.15342956317068,1,2
1,1,63,6.30200851151133,4.03843285935536,5.24801265035559,5.5613766052177,2.23480474435286,1,2
1,1,65,6.30200851151133,4.03843285935536,5.21917441268693,6.00663745052177,2.28559353070664,1,2
1,1,66,6.30200851151133,4.03843285935536,5.65674958592315,6.35969359361571,2.57941268190439,1,2
1,1,67,6.30200851151133,4.03843285935536,5.97769928131365,5.3891895627691,2.15701329870234,1,2
1,1,68,6.30200851151133,4.03843285935536,4.54309000751862,5.9116808894239,2.49992406380415,1,2
1,1,69,6.30200851151133,4.03843285935536,3.28999485926235,6.34272528647788,2.55286761255586,1,2
1,1,71,6.30200851151133,4.03843285935536,4.01989798552167,5.18210196594794,2.23473583900677,1,2
1,1,72,6.30200851151133,4.03843285935536,4.31789499364219,6.02857007947775,2.34266685345152,1,2
1,1,74,6.30200851151133,4.03843285935536,5.76111746241376,6.32584213351079,2.49589935029354,1,2
1,1,75,6.30200851151133,4.03843285935536,5.80363932059267,6.32961052155851,2.49287727329337,1,2
1,1,77,6.30200851151133,4.03843285935536,5.39895937413442,6.31434536673445,2.65195214677782,1,2
1,1,78,6.30200851151133,4.03843285935536,4.13242093025984,6.87129689383192,2.77524741859286,1,2
1,1,79,6.30200851151133,4.03843285935536,6.34373528623566,5.92632611147952,2.55134181918445,1,2
1,1,81,6.30200851151133,4.03843285935536,3.67853965493302,6.42897233012438,2.56191121050949,1,2
1,1,85,6.30200851151133,4.03843285935536,6.4309436754279,5.00253834041408,2.07306183461734,1,2
1,1,88,6.30200851151133,4.03843285935536,4.81500680932266,5.78372528244957,2.47849427587821,1,2
1,1,91,6.30200851151133,4.03843285935536,4.2544938085557,6.28704166396943,2.6007558993601,1,2
1,1,93,6.30200851151133,4.03843285935536,5.82506444371076,5.62853500310528,2.25436705175202,1,2
1,1,94,6.30200851151133,4.03843285935536,6.52170606974732,5.50812304490611,1.95333561420747,1,2
1,1,95,6.30200851151133,4.03843285935536,4.25000246086245,6.01347464247841,2.41387588062138,1,2
1,1,96,6.30200851151133,4.03843285935536,6.12340144926693,6.44379945515472,2.55817545084653,1,2
1,1,97,6.30200851151133,4.03843285935536,3.9501410345486,5.61255924585346,2.19347763242878,1,2
1,2,1,6.30200851151133,4.03843285935536,7.32090304058322,6.13871419358975,3.45090120207462,1,2
1,2,2,6.30200851151133,4.03843285935536,4.17113272565419,6.68460635751897,3.73262500136749,1,2
1,2,5,6.30200851151133,4.03843285935536,3.02298998085045,5.85644991851547,3.39352062781951,1,2
1,2,8,6.30200851151133,4.03843285935536,5.19729001498642,5.57476542562865,3.17491001379806,1,2
1,2,9,6.30200851151133,4.03843285935536,5.31703658513534,6.12295519408995,3.44901535284144,1,2
1,2,11,6.30200851151133,4.03843285935536,3.68557033719227,5.40821261633193,3.02928375456175,1,2
1,2,12,6.30200851151133,4.03843285935536,5.23169025290304,5.5948553288048,3.19090780470977,1,2
1,2,14,6.30200851151133,4.03843285935536,5.10782726417904,5.45618842080425,3.20622004261682,1,2
1,2,15,6.30200851151133,4.03843285935536,5.26190180743353,6.01167119808897,3.3220370973181,1,2
1,2,19,6.30200851151133,4.03843285935536,5.2904934506603,6.56689764939963,3.57117787849697,1,2
1,2,21,6.30200851151133,4.03843285935536,4.65453266039933,5.76742434829962,3.28098139174185,1,2
1,2,22,6.30200851151133,4.03843285935536,5.21466139627602,6.33654032659055,3.50135664411997,1,2
1,2,26,6.30200851151133,4.03843285935536,5.43813951542356,6.52839662322788,3.56145358702354,1,2
1,2,28,6.30200851151133,4.03843285935536,4.46484363978288,5.52019902321854,3.03726238910521,1,2
1,2,31,6.30200851151133,4.03843285935536,4.71795157861217,5.62029506190294,3.14897124831245,1,2
1,2,32,6.30200851151133,4.03843285935536,4.97172824574456,6.55564006246456,3.75675296549234,1,2
1,2,33,6.30200851151133,4.03843285935536,4.70365573671416,5.74676892024654,3.34466468767104,1,2
1,2,34,6.30200851151133,4.03843285935536,3.97490291715135,5.5194216299925,3.23823018547299,1,2
1,2,35,6.30200851151133,4.03843285935536,3.86561446019129,6.01041071547412,3.29084159162004,1,2
1,2,36,6.30200851151133,4.03843285935536,5.93435334659465,6.34944774812802,3.36145380946019,1,2
1,2,37,6.30200851151133,4.03843285935536,6.21687951519522,5.92132798759137,3.29087614830904,1,2
1,2,39,6.30200851151133,4.03843285935536,5.23862686282927,7.13222031435048,3.78547128269624,1,2
1,2,44,6.30200851151133,4.03843285935536,4.05392411974232,6.04263946768534,3.14110421125474,1,2
1,2,48,6.30200851151133,4.03843285935536,6.93954248813718,4.99313338300027,3.06126472368065,1,2
1,2,49,6.30200851151133,4.03843285935536,4.12693027164333,5.31280165853101,3.07926276119759,1,2
1,2,50,6.30200851151133,4.03843285935536,5.25331424781974,6.58941100439025,3.55192185471136,1,2
1,2,51,6.30200851151133,4.03843285935536,4.58325836346961,5.52902293137209,3.22918799018579,1,2
1,2,52,6.30200851151133,4.03843285935536,4.49893392142589,5.13957310091447,2.98384570532094,1,2
1,2,53,6.30200851151133,4.03843285935536,5.97309027552931,5.93471837171016,3.38218392200223,1,2
1,2,54,6.30200851151133,4.03843285935536,5.11450525012834,5.54080924017017,3.1194957272413,1,2
1,2,56,6.30200851151133,4.03843285935536,5.75694769791893,5.83090767859411,3.21348856893133,1,2
1,2,58,6.30200851151133,4.03843285935536,5.43024121350873,6.46899031465954,3.77862158360215,1,2
1,2,59,6.30200851151133,4.03843285935536,3.67070359745255,6.70171252299034,3.6570038478101,1,2
