region,year,id,Z1,Z2,X1,X2,Y,S,W
1,1,2,6.58419588720193,3.36264396446308,4.03221097006692,5.9589780603703,3.09851510648936,1,1.81108672977025
1,1,3,6.58419588720193,3.36264396446308,4.31398963183329,6.97017451301794,3.30024969078504,1,1.80066708705293
1,1,4,6.58419588720193,3.36264396446308,5.30475052675102,5.16450737301061,2.56664728400468,1,1.80721843054667
1,1,6,6.58419588720193,3.36264396446308,6.49870582275096,5.87977249916122,2.96184739084301,1,1.79195304009434
1,1,7,6.58419588720193,3.36264396446308,5.702874272471,6.90078520643846,3.61365736450057,1,1.79017171742998
1,1,9,6.58419588720193,3.36264396446308,4.90435110573394,6.98898997056693,3.4814565630702,1,1.79580443397889
1,1,11,6.58419588720193,3.36264396446308,5.58589328413419,5.49085919960194,2.71880582405568,1,1.80232948736828
1,1,12,6.58419588720193,3.36264396446308,5.87217123690391,6.05970547621136,2.90000879236668,1,1.79549782475316
1,1,13,6.58419588720193,3.36264396446308,4.97070197426762,5.46341335481323,2.83902322137955,1,1.80750215770576
1,1,16,6.58419588720193,3.36264396446308,4.72241480335284,6.25377298863825,3.08680207802258,1,1.80313675338829
1,1,17,6.58419588720193,3.36264396446308,5.70656435303837,5.84385809067522,2.91616903875947,1,1.79853808007405
1,1,19,6.58419588720193,3.36264396446308,5.63620077187426,5.86474585410986,2.81386310662289,1,1.7989332610705
1,1,20,6.58419588720193,3.36264396446308,3.5809407107786,5.84958973151569,2.96346295269095,1,1.8156469288064
1,1,23,6.58419588720193,3.36264396446308,3.16441927839032,6.33987256645747,3.03091606780452,1,1.81504551802361
1,1,24,6.58419588720193,3.36264396446308,4.34038474924992,5.97593520371651,2.94314161173615,1,1.80845391836453
1,1,25,6.58419588720193,3.36264396446308,5.82256382720934,5.46963013942516,2.58731593572802,1,1.80060279749397
1,1,27,6.58419588720193,3.36264396446308,5.5977052096993,5.69071915233152,2.91291092671474,1,1.80063297762271
1,1,28,6.58419588720193,3.36264396446308,4.8768259399259,6.33492108372744,2.86179088160047,1,1.80124711710294
1,1,29,6.58419588720193,3.36264396446308,4.05857223013451,6.79051194928239,3.36244338295589,1,1.8041582182376
1,1,30,6.58419588720193,3.36264396446308,5.108387268,6.43040132938879,3.04926599101522,1,1.7986309861713
1,1,32,6.58419588720193,3.36264396446308,6.18968395633094,5.34547232155853,2.7178837567498,1,1.79865999552719
1,1,34,6.58419588720193,3.36264396446308,6.41688323024383,5.85823430301243,2.92622789559359,1,1.7927720321878
1,1,36,6.58419588720193,3.36264396446308,6.01849678569489,5.43236242535277,2.82547775710174,1,1.79933352632093
1,1,37,6.58419588720193,3.36264396446308,3.68146431719765,5.58606758853039,2.71813794100341,1,1.81697750547956
1,1,38,6.58419588720193,3.36264396446308,6.70575097917991,5.92799330993775,3.02446561098031,1,1.78993403152394
1,1,39,6.58419588720193,3.36264396446308,6.39544503841971,6.2875547704545,2.96472718557498,1,1.78954504121845
1,1,42,6.58419588720193,3.36264396446308,5.98204826989018,5.72342134782556,2.84120053626624,1,1.79730092867954
1,1,44,6.58419588720193,3.36264396446308,4.26245783700191,5.64990290572958,2.75255899679267,1,1.81172634761791
1,1,48,6.58419588720193,3.36264396446308,5.58908809041702,6.35533237575891,2.92057542146922,1,1.79539804572857
1,1,49,6.58419588720193,3.36264396446308,4.60586655582819,5.66032341657617,2.54005230370717,1,1.80885929775648
1,1,51,6.58419588720193,3.36264396446308,5.9955478738862,5.53495663678524,2.7556044993892,1,1.79869714819517
1,1,56,6.58419588720193,3.36264396446308,6.53872635955613,6.71469017616021,3.21816424483537,1,1.78505416476943
1,1,59,6.58419588720193,3.36264396446308,5.34612250175212,5.10402285834661,2.7063864788219,1,1.80737272523372
1,1,60,6.58419588720193,3.36264396446308,3.23297332381202,6.42312426152736,3.0501208148233,1,1.81380917080009
1,1,62,6.58419588720193,3.36264396446308,4.86121197714477,6.52620375376134,3.14987445860457,1,1.79984081223087
1,1,63,6.58419588720193,3.36264396446308,3.79262510137295,6.72446429245661,3.3542069209267,1,1.80683241823603
1,1,65,6.58419588720193,3.36264396446308,4.13608271071965,5.94843759697026,2.82878200988625,1,1.81033008531362
1,1,67,6.58419588720193,3.36264396446308,5.86866842593528,5.63562357990699,2.94178416826888,1,1.79890653416516
1,1,68,6.58419588720193,3.36264396446308,4.95826693310257,6.02269113748968,2.87734534095074,1,1.80309844244138
1,1,69,6.58419588720193,3.36264396446308,4.20337357551644,5.13201724496969,2.56632713987826,1,1.8164233014702
1,1,70,6.58419588720193,3.36264396446308,5.23505985901731,6.2614866386333,3.12055810735897,1,1.79896841593271
1,1,71,6.58419588720193,3.36264396446308,3.70440126529274,6.6361215227194,3.20382318471694,1,1.80825827327303
1,1,72,6.58419588720193,3.36264396446308,5.00033961320244,5.89248642643508,2.95886544457449,1,1.80380654139443
1,1,73,6.58419588720193,3.36264396446308,4.91668832371241,6.03600549019254,2.8182067814405,1,1.80332546432812
1,1,74,6.58419588720193,3.36264396446308,6.2499011966673,5.6969679160841,2.98187683831394,1,1.79537856948002
1,1,75,6.58419588720193,3.36264396446308,5.00904982594989,5.61064535011606,2.82185221819391,1,1.80600498609117
1,1,76,6.58419588720193,3.36264396446308,5.3296488395763,5.86286206009966,3.02169022383639,1,1.80140126081691
1,1,78,6.58419588720193,3.36264396446308,3.53309580525127,6.68667521731409,3.23186045865382,1,1.80923484890488
1,1,80,6.58419588720193,3.36264396446308,5.66332651254491,6.11652450733304,3.14764986950466,1,1.79670810557174
1,1,83,6.58419588720193,3.36264396446308,5.55294702873622,6.49463811140004,3.06083939655744,1,1.79457789905157
1,1,84,6.58419588720193,3.36264396446308,5.23183755887849,5.44862092879906,2.51984599874705,1,1.80551537953551
1,1,85,6.58419588720193,3.36264396446308,4.76286659560561,5.31575584797784,2.76243286379852,1,1.81037787889025
1,1,87,6.58419588720193,3.36264396446308,3.4216274243636,6.60768608180801,3.15051199747842,1,1.81077756614403
1,1,88,6.58419588720193,3.36264396446308,5.47968349515629,5.34948921557582,2.74352688928905,1,1.80431835389155
1,1,90,6.58419588720193,3.36264396446308,5.26294043718715,6.26513036535607,3.05202690883504,1,1.79871658638912
1,1,91,6.58419588720193,3.36264396446308,5.89195380035138,6.43249862893933,3.13414007252658,1,1.79238101539172
1,1,92,6.58419588720193,3.36264396446308,3.88692072191394,5.64052362928926,2.91533837382643,1,1.81485683640136
1,1,93,6.58419588720193,3.36264396446308,6.63909210998775,5.63499845377809,2.90001840713691,1,1.7927801737565
1,2,1,6.58419588720193,3.36264396446308,3.59715607784792,5.83571010725996,3.6322400657717,1,1.81562787761437
1,2,3,6.58419588720193,3.36264396446308,5.10640186478306,6.42362807191019,3.98752420559456,1,1.79870093861299
1,2,9,6.58419588720193,3.36264396446308,5.74751717416089,5.5429407201135,3.61702368279671,1,1.8006166966585
